"id_forum","forum_name","id_discussion","discussion_name","id_post","userid"
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",60974,1610
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61008,1415
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61030,1564
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61102,1594
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61157,1411
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61292,1603
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61378,525
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61379,1581
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61398,496
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61415,457
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61424,1557
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61525,1596
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61595,1548
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61651,1621
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61843,1448
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",61894,383
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62016,1537
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62118,1469
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62232,1467
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62234,1486
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62249,384
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62274,1486
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62327,1542
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62342,1599
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62407,1420
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62514,1527
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62524,455
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62537,1487
486,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",1867,"1º FÓRUM TEMÁTICO - As Cantigas Medievais Trovadorescas",62548,1420
